"p","subject_id","treatment_id","scenarios","choice","endowment","A"
436,"2016Kim003_7_2028","2016Kim003_7",10,8,16,0
437,"2016Kim003_7_2028","2016Kim003_7",11,8,16,0
438,"2016Kim003_7_2028","2016Kim003_7",12,8,16,0
439,"2016Kim003_7_2028","2016Kim003_7",13,8,16,0
440,"2016Kim003_7_2028","2016Kim003_7",14,8,16,0
441,"2016Kim003_7_2028","2016Kim003_7",15,8,16,0
442,"2016Kim003_7_2028","2016Kim003_7",16,8,16,0
443,"2016Kim003_7_2114","2016Kim003_7",0,2,16,0
444,"2016Kim003_7_2114","2016Kim003_7",1,2,16,0
445,"2016Kim003_7_2114","2016Kim003_7",2,2,16,1
446,"2016Kim003_7_2114","2016Kim003_7",3,2,16,0
447,"2016Kim003_7_2114","2016Kim003_7",4,2,16,0
448,"2016Kim003_7_2114","2016Kim003_7",5,2,16,0
449,"2016Kim003_7_2114","2016Kim003_7",6,2,16,0
450,"2016Kim003_7_2114","2016Kim003_7",7,2,16,0
451,"2016Kim003_7_2114","2016Kim003_7",8,2,16,0
452,"2016Kim003_7_2114","2016Kim003_7",9,2,16,0
453,"2016Kim003_7_2114","2016Kim003_7",10,2,16,0
454,"2016Kim003_7_2114","2016Kim003_7",11,2,16,0
455,"2016Kim003_7_2114","2016Kim003_7",12,2,16,0
456,"2016Kim003_7_2114","2016Kim003_7",13,2,16,0
457,"2016Kim003_7_2114","2016Kim003_7",14,2,16,0
458,"2016Kim003_7_2114","2016Kim003_7",15,2,16,0
459,"2016Kim003_7_2114","2016Kim003_7",16,2,16,0
460,"2016Kim003_7_2115","2016Kim003_7",0,4,16,0
461,"2016Kim003_7_2115","2016Kim003_7",1,4,16,0
462,"2016Kim003_7_2115","2016Kim003_7",2,4,16,0
463,"2016Kim003_7_2115","2016Kim003_7",3,4,16,0
464,"2016Kim003_7_2115","2016Kim003_7",4,4,16,1
465,"2016Kim003_7_2115","2016Kim003_7",5,4,16,0
466,"2016Kim003_7_2115","2016Kim003_7",6,4,16,0
467,"2016Kim003_7_2115","2016Kim003_7",7,4,16,0
468,"2016Kim003_7_2115","2016Kim003_7",8,4,16,0
469,"2016Kim003_7_2115","2016Kim003_7",9,4,16,0
470,"2016Kim003_7_2115","2016Kim003_7",10,4,16,0
471,"2016Kim003_7_2115","2016Kim003_7",11,4,16,0
472,"2016Kim003_7_2115","2016Kim003_7",12,4,16,0
473,"2016Kim003_7_2115","2016Kim003_7",13,4,16,0
474,"2016Kim003_7_2115","2016Kim003_7",14,4,16,0
475,"2016Kim003_7_2115","2016Kim003_7",15,4,16,0
476,"2016Kim003_7_2115","2016Kim003_7",16,4,16,0
477,"2016Kim003_7_2116","2016Kim003_7",0,5,16,0
478,"2016Kim003_7_2116","2016Kim003_7",1,5,16,0
479,"2016Kim003_7_2116","2016Kim003_7",2,5,16,0
480,"2016Kim003_7_2116","2016Kim003_7",3,5,16,0
481,"2016Kim003_7_2116","2016Kim003_7",4,5,16,0
482,"2016Kim003_7_2116","2016Kim003_7",5,5,16,1
483,"2016Kim003_7_2116","2016Kim003_7",6,5,16,0
484,"2016Kim003_7_2116","2016Kim003_7",7,5,16,0
485,"2016Kim003_7_2116","2016Kim003_7",8,5,16,0
486,"2016Kim003_7_2116","2016Kim003_7",9,5,16,0
487,"2016Kim003_7_2116","2016Kim003_7",10,5,16,0
488,"2016Kim003_7_2116","2016Kim003_7",11,5,16,0
489,"2016Kim003_7_2116","2016Kim003_7",12,5,16,0
490,"2016Kim003_7_2116","2016Kim003_7",13,5,16,0
491,"2016Kim003_7_2116","2016Kim003_7",14,5,16,0
492,"2016Kim003_7_2116","2016Kim003_7",15,5,16,0
493,"2016Kim003_7_2116","2016Kim003_7",16,5,16,0
494,"2016Kim003_7_2117","2016Kim003_7",0,1,16,0
495,"2016Kim003_7_2117","2016Kim003_7",1,1,16,1
496,"2016Kim003_7_2117","2016Kim003_7",2,1,16,0
497,"2016Kim003_7_2117","2016Kim003_7",3,1,16,0
498,"2016Kim003_7_2117","2016Kim003_7",4,1,16,0
499,"2016Kim003_7_2117","2016Kim003_7",5,1,16,0
500,"2016Kim003_7_2117","2016Kim003_7",6,1,16,0
501,"2016Kim003_7_2117","2016Kim003_7",7,1,16,0
502,"2016Kim003_7_2117","2016Kim003_7",8,1,16,0
503,"2016Kim003_7_2117","2016Kim003_7",9,1,16,0
504,"2016Kim003_7_2117","2016Kim003_7",10,1,16,0
505,"2016Kim003_7_2117","2016Kim003_7",11,1,16,0
506,"2016Kim003_7_2117","2016Kim003_7",12,1,16,0
507,"2016Kim003_7_2117","2016Kim003_7",13,1,16,0
508,"2016Kim003_7_2117","2016Kim003_7",14,1,16,0
509,"2016Kim003_7_2117","2016Kim003_7",15,1,16,0
510,"2016Kim003_7_2117","2016Kim003_7",16,1,16,0
511,"2016Kim003_7_2118","2016Kim003_7",0,6,16,0
512,"2016Kim003_7_2118","2016Kim003_7",1,6,16,0
513,"2016Kim003_7_2118","2016Kim003_7",2,6,16,0
514,"2016Kim003_7_2118","2016Kim003_7",3,6,16,0
515,"2016Kim003_7_2118","2016Kim003_7",4,6,16,0
516,"2016Kim003_7_2118","2016Kim003_7",5,6,16,0
517,"2016Kim003_7_2118","2016Kim003_7",6,6,16,1
518,"2016Kim003_7_2118","2016Kim003_7",7,6,16,0
519,"2016Kim003_7_2118","2016Kim003_7",8,6,16,0
520,"2016Kim003_7_2118","2016Kim003_7",9,6,16,0
521,"2016Kim003_7_2118","2016Kim003_7",10,6,16,0
522,"2016Kim003_7_2118","2016Kim003_7",11,6,16,0
523,"2016Kim003_7_2118","2016Kim003_7",12,6,16,0
524,"2016Kim003_7_2118","2016Kim003_7",13,6,16,0
525,"2016Kim003_7_2118","2016Kim003_7",14,6,16,0
526,"2016Kim003_7_2118","2016Kim003_7",15,6,16,0
527,"2016Kim003_7_2118","2016Kim003_7",16,6,16,0
528,"2016Kim003_7_2119","2016Kim003_7",0,4,16,0
529,"2016Kim003_7_2119","2016Kim003_7",1,4,16,0
530,"2016Kim003_7_2119","2016Kim003_7",2,4,16,0
531,"2016Kim003_7_2119","2016Kim003_7",3,4,16,0
532,"2016Kim003_7_2119","2016Kim003_7",4,4,16,1
533,"2016Kim003_7_2119","2016Kim003_7",5,4,16,0
534,"2016Kim003_7_2119","2016Kim003_7",6,4,16,0
535,"2016Kim003_7_2119","2016Kim003_7",7,4,16,0
536,"2016Kim003_7_2119","2016Kim003_7",8,4,16,0
537,"2016Kim003_7_2119","2016Kim003_7",9,4,16,0
538,"2016Kim003_7_2119","2016Kim003_7",10,4,16,0
539,"2016Kim003_7_2119","2016Kim003_7",11,4,16,0
540,"2016Kim003_7_2119","2016Kim003_7",12,4,16,0
541,"2016Kim003_7_2119","2016Kim003_7",13,4,16,0
542,"2016Kim003_7_2119","2016Kim003_7",14,4,16,0
543,"2016Kim003_7_2119","2016Kim003_7",15,4,16,0
544,"2016Kim003_7_2119","2016Kim003_7",16,4,16,0
545,"2016Kim003_7_2120","2016Kim003_7",0,4,16,0
546,"2016Kim003_7_2120","2016Kim003_7",1,4,16,0
547,"2016Kim003_7_2120","2016Kim003_7",2,4,16,0
548,"2016Kim003_7_2120","2016Kim003_7",3,4,16,0
549,"2016Kim003_7_2120","2016Kim003_7",4,4,16,1
550,"2016Kim003_7_2120","2016Kim003_7",5,4,16,0
551,"2016Kim003_7_2120","2016Kim003_7",6,4,16,0
552,"2016Kim003_7_2120","2016Kim003_7",7,4,16,0
553,"2016Kim003_7_2120","2016Kim003_7",8,4,16,0
554,"2016Kim003_7_2120","2016Kim003_7",9,4,16,0
555,"2016Kim003_7_2120","2016Kim003_7",10,4,16,0
556,"2016Kim003_7_2120","2016Kim003_7",11,4,16,0
557,"2016Kim003_7_2120","2016Kim003_7",12,4,16,0
558,"2016Kim003_7_2120","2016Kim003_7",13,4,16,0
559,"2016Kim003_7_2120","2016Kim003_7",14,4,16,0
560,"2016Kim003_7_2120","2016Kim003_7",15,4,16,0
561,"2016Kim003_7_2120","2016Kim003_7",16,4,16,0
562,"2016Kim003_7_2121","2016Kim003_7",0,6,16,0
563,"2016Kim003_7_2121","2016Kim003_7",1,6,16,0
564,"2016Kim003_7_2121","2016Kim003_7",2,6,16,0
565,"2016Kim003_7_2121","2016Kim003_7",3,6,16,0
566,"2016Kim003_7_2121","2016Kim003_7",4,6,16,0
567,"2016Kim003_7_2121","2016Kim003_7",5,6,16,0
568,"2016Kim003_7_2121","2016Kim003_7",6,6,16,1
569,"2016Kim003_7_2121","2016Kim003_7",7,6,16,0
570,"2016Kim003_7_2121","2016Kim003_7",8,6,16,0
571,"2016Kim003_7_2121","2016Kim003_7",9,6,16,0
572,"2016Kim003_7_2121","2016Kim003_7",10,6,16,0
573,"2016Kim003_7_2121","2016Kim003_7",11,6,16,0
574,"2016Kim003_7_2121","2016Kim003_7",12,6,16,0
575,"2016Kim003_7_2121","2016Kim003_7",13,6,16,0
576,"2016Kim003_7_2121","2016Kim003_7",14,6,16,0
577,"2016Kim003_7_2121","2016Kim003_7",15,6,16,0
578,"2016Kim003_7_2121","2016Kim003_7",16,6,16,0
579,"2016Kim003_7_2122","2016Kim003_7",0,8,16,0
580,"2016Kim003_7_2122","2016Kim003_7",1,8,16,0
581,"2016Kim003_7_2122","2016Kim003_7",2,8,16,0
582,"2016Kim003_7_2122","2016Kim003_7",3,8,16,0
583,"2016Kim003_7_2122","2016Kim003_7",4,8,16,0
584,"2016Kim003_7_2122","2016Kim003_7",5,8,16,0
585,"2016Kim003_7_2122","2016Kim003_7",6,8,16,0
586,"2016Kim003_7_2122","2016Kim003_7",7,8,16,0
587,"2016Kim003_7_2122","2016Kim003_7",8,8,16,1
588,"2016Kim003_7_2122","2016Kim003_7",9,8,16,0
589,"2016Kim003_7_2122","2016Kim003_7",10,8,16,0
590,"2016Kim003_7_2122","2016Kim003_7",11,8,16,0
591,"2016Kim003_7_2122","2016Kim003_7",12,8,16,0
592,"2016Kim003_7_2122","2016Kim003_7",13,8,16,0
593,"2016Kim003_7_2122","2016Kim003_7",14,8,16,0
594,"2016Kim003_7_2122","2016Kim003_7",15,8,16,0
595,"2016Kim003_7_2122","2016Kim003_7",16,8,16,0
596,"2016Kim003_7_2123","2016Kim003_7",0,8,16,0
597,"2016Kim003_7_2123","2016Kim003_7",1,8,16,0
598,"2016Kim003_7_2123","2016Kim003_7",2,8,16,0
599,"2016Kim003_7_2123","2016Kim003_7",3,8,16,0
600,"2016Kim003_7_2123","2016Kim003_7",4,8,16,0
601,"2016Kim003_7_2123","2016Kim003_7",5,8,16,0
602,"2016Kim003_7_2123","2016Kim003_7",6,8,16,0
603,"2016Kim003_7_2123","2016Kim003_7",7,8,16,0
604,"2016Kim003_7_2123","2016Kim003_7",8,8,16,1
605,"2016Kim003_7_2123","2016Kim003_7",9,8,16,0
606,"2016Kim003_7_2123","2016Kim003_7",10,8,16,0
607,"2016Kim003_7_2123","2016Kim003_7",11,8,16,0
608,"2016Kim003_7_2123","2016Kim003_7",12,8,16,0
609,"2016Kim003_7_2123","2016Kim003_7",13,8,16,0
610,"2016Kim003_7_2123","2016Kim003_7",14,8,16,0
611,"2016Kim003_7_2123","2016Kim003_7",15,8,16,0
612,"2016Kim003_7_2123","2016Kim003_7",16,8,16,0
613,"2016Kim003_7_2124","2016Kim003_7",0,8,16,0
614,"2016Kim003_7_2124","2016Kim003_7",1,8,16,0
615,"2016Kim003_7_2124","2016Kim003_7",2,8,16,0
616,"2016Kim003_7_2124","2016Kim003_7",3,8,16,0
617,"2016Kim003_7_2124","2016Kim003_7",4,8,16,0
618,"2016Kim003_7_2124","2016Kim003_7",5,8,16,0
619,"2016Kim003_7_2124","2016Kim003_7",6,8,16,0
620,"2016Kim003_7_2124","2016Kim003_7",7,8,16,0
621,"2016Kim003_7_2124","2016Kim003_7",8,8,16,1
622,"2016Kim003_7_2124","2016Kim003_7",9,8,16,0
623,"2016Kim003_7_2124","2016Kim003_7",10,8,16,0
624,"2016Kim003_7_2124","2016Kim003_7",11,8,16,0
625,"2016Kim003_7_2124","2016Kim003_7",12,8,16,0
626,"2016Kim003_7_2124","2016Kim003_7",13,8,16,0
627,"2016Kim003_7_2124","2016Kim003_7",14,8,16,0
628,"2016Kim003_7_2124","2016Kim003_7",15,8,16,0
629,"2016Kim003_7_2124","2016Kim003_7",16,8,16,0
630,"2016Kim003_7_2125","2016Kim003_7",0,1,16,0
631,"2016Kim003_7_2125","2016Kim003_7",1,1,16,1
632,"2016Kim003_7_2125","2016Kim003_7",2,1,16,0
633,"2016Kim003_7_2125","2016Kim003_7",3,1,16,0
634,"2016Kim003_7_2125","2016Kim003_7",4,1,16,0
635,"2016Kim003_7_2125","2016Kim003_7",5,1,16,0
636,"2016Kim003_7_2125","2016Kim003_7",6,1,16,0
637,"2016Kim003_7_2125","2016Kim003_7",7,1,16,0
638,"2016Kim003_7_2125","2016Kim003_7",8,1,16,0
639,"2016Kim003_7_2125","2016Kim003_7",9,1,16,0
640,"2016Kim003_7_2125","2016Kim003_7",10,1,16,0
641,"2016Kim003_7_2125","2016Kim003_7",11,1,16,0
642,"2016Kim003_7_2125","2016Kim003_7",12,1,16,0
643,"2016Kim003_7_2125","2016Kim003_7",13,1,16,0
644,"2016Kim003_7_2125","2016Kim003_7",14,1,16,0
645,"2016Kim003_7_2125","2016Kim003_7",15,1,16,0
646,"2016Kim003_7_2125","2016Kim003_7",16,1,16,0
647,"2016Kim003_7_2126","2016Kim003_7",0,4,16,0
648,"2016Kim003_7_2126","2016Kim003_7",1,4,16,0
649,"2016Kim003_7_2126","2016Kim003_7",2,4,16,0
650,"2016Kim003_7_2126","2016Kim003_7",3,4,16,0
651,"2016Kim003_7_2126","2016Kim003_7",4,4,16,1
652,"2016Kim003_7_2126","2016Kim003_7",5,4,16,0
653,"2016Kim003_7_2126","2016Kim003_7",6,4,16,0
654,"2016Kim003_7_2126","2016Kim003_7",7,4,16,0
655,"2016Kim003_7_2126","2016Kim003_7",8,4,16,0
656,"2016Kim003_7_2126","2016Kim003_7",9,4,16,0
657,"2016Kim003_7_2126","2016Kim003_7",10,4,16,0
658,"2016Kim003_7_2126","2016Kim003_7",11,4,16,0
659,"2016Kim003_7_2126","2016Kim003_7",12,4,16,0
660,"2016Kim003_7_2126","2016Kim003_7",13,4,16,0
661,"2016Kim003_7_2126","2016Kim003_7",14,4,16,0
662,"2016Kim003_7_2126","2016Kim003_7",15,4,16,0
663,"2016Kim003_7_2126","2016Kim003_7",16,4,16,0
664,"2016Kim003_7_2214","2016Kim003_7",0,6,16,0
665,"2016Kim003_7_2214","2016Kim003_7",1,6,16,0
666,"2016Kim003_7_2214","2016Kim003_7",2,6,16,0
667,"2016Kim003_7_2214","2016Kim003_7",3,6,16,0
668,"2016Kim003_7_2214","2016Kim003_7",4,6,16,0
669,"2016Kim003_7_2214","2016Kim003_7",5,6,16,0
670,"2016Kim003_7_2214","2016Kim003_7",6,6,16,1
671,"2016Kim003_7_2214","2016Kim003_7",7,6,16,0
672,"2016Kim003_7_2214","2016Kim003_7",8,6,16,0
673,"2016Kim003_7_2214","2016Kim003_7",9,6,16,0
674,"2016Kim003_7_2214","2016Kim003_7",10,6,16,0
675,"2016Kim003_7_2214","2016Kim003_7",11,6,16,0
676,"2016Kim003_7_2214","2016Kim003_7",12,6,16,0
677,"2016Kim003_7_2214","2016Kim003_7",13,6,16,0
678,"2016Kim003_7_2214","2016Kim003_7",14,6,16,0
679,"2016Kim003_7_2214","2016Kim003_7",15,6,16,0
680,"2016Kim003_7_2214","2016Kim003_7",16,6,16,0
681,"2016Kim003_7_2215","2016Kim003_7",0,8,16,0
682,"2016Kim003_7_2215","2016Kim003_7",1,8,16,0
683,"2016Kim003_7_2215","2016Kim003_7",2,8,16,0
684,"2016Kim003_7_2215","2016Kim003_7",3,8,16,0
685,"2016Kim003_7_2215","2016Kim003_7",4,8,16,0
686,"2016Kim003_7_2215","2016Kim003_7",5,8,16,0
687,"2016Kim003_7_2215","2016Kim003_7",6,8,16,0
688,"2016Kim003_7_2215","2016Kim003_7",7,8,16,0
689,"2016Kim003_7_2215","2016Kim003_7",8,8,16,1
690,"2016Kim003_7_2215","2016Kim003_7",9,8,16,0
691,"2016Kim003_7_2215","2016Kim003_7",10,8,16,0
692,"2016Kim003_7_2215","2016Kim003_7",11,8,16,0
693,"2016Kim003_7_2215","2016Kim003_7",12,8,16,0
694,"2016Kim003_7_2215","2016Kim003_7",13,8,16,0
695,"2016Kim003_7_2215","2016Kim003_7",14,8,16,0
696,"2016Kim003_7_2215","2016Kim003_7",15,8,16,0
697,"2016Kim003_7_2215","2016Kim003_7",16,8,16,0
698,"2016Kim003_7_2216","2016Kim003_7",0,0,16,1
699,"2016Kim003_7_2216","2016Kim003_7",1,0,16,0
700,"2016Kim003_7_2216","2016Kim003_7",2,0,16,0
701,"2016Kim003_7_2216","2016Kim003_7",3,0,16,0
702,"2016Kim003_7_2216","2016Kim003_7",4,0,16,0
703,"2016Kim003_7_2216","2016Kim003_7",5,0,16,0
704,"2016Kim003_7_2216","2016Kim003_7",6,0,16,0
705,"2016Kim003_7_2216","2016Kim003_7",7,0,16,0
706,"2016Kim003_7_2216","2016Kim003_7",8,0,16,0
707,"2016Kim003_7_2216","2016Kim003_7",9,0,16,0
708,"2016Kim003_7_2216","2016Kim003_7",10,0,16,0
709,"2016Kim003_7_2216","2016Kim003_7",11,0,16,0
710,"2016Kim003_7_2216","2016Kim003_7",12,0,16,0
711,"2016Kim003_7_2216","2016Kim003_7",13,0,16,0
712,"2016Kim003_7_2216","2016Kim003_7",14,0,16,0
713,"2016Kim003_7_2216","2016Kim003_7",15,0,16,0
714,"2016Kim003_7_2216","2016Kim003_7",16,0,16,0
715,"2016Kim003_7_2217","2016Kim003_7",0,0,16,1
716,"2016Kim003_7_2217","2016Kim003_7",1,0,16,0
717,"2016Kim003_7_2217","2016Kim003_7",2,0,16,0
718,"2016Kim003_7_2217","2016Kim003_7",3,0,16,0
719,"2016Kim003_7_2217","2016Kim003_7",4,0,16,0
720,"2016Kim003_7_2217","2016Kim003_7",5,0,16,0
721,"2016Kim003_7_2217","2016Kim003_7",6,0,16,0
722,"2016Kim003_7_2217","2016Kim003_7",7,0,16,0
723,"2016Kim003_7_2217","2016Kim003_7",8,0,16,0
724,"2016Kim003_7_2217","2016Kim003_7",9,0,16,0
725,"2016Kim003_7_2217","2016Kim003_7",10,0,16,0
726,"2016Kim003_7_2217","2016Kim003_7",11,0,16,0
727,"2016Kim003_7_2217","2016Kim003_7",12,0,16,0
728,"2016Kim003_7_2217","2016Kim003_7",13,0,16,0
729,"2016Kim003_7_2217","2016Kim003_7",14,0,16,0
730,"2016Kim003_7_2217","2016Kim003_7",15,0,16,0
731,"2016Kim003_7_2217","2016Kim003_7",16,0,16,0
732,"2016Kim003_7_2218","2016Kim003_7",0,7,16,0
733,"2016Kim003_7_2218","2016Kim003_7",1,7,16,0
734,"2016Kim003_7_2218","2016Kim003_7",2,7,16,0
735,"2016Kim003_7_2218","2016Kim003_7",3,7,16,0
736,"2016Kim003_7_2218","2016Kim003_7",4,7,16,0
737,"2016Kim003_7_2218","2016Kim003_7",5,7,16,0
738,"2016Kim003_7_2218","2016Kim003_7",6,7,16,0
739,"2016Kim003_7_2218","2016Kim003_7",7,7,16,1
740,"2016Kim003_7_2218","2016Kim003_7",8,7,16,0
741,"2016Kim003_7_2218","2016Kim003_7",9,7,16,0
742,"2016Kim003_7_2218","2016Kim003_7",10,7,16,0
743,"2016Kim003_7_2218","2016Kim003_7",11,7,16,0
744,"2016Kim003_7_2218","2016Kim003_7",12,7,16,0
745,"2016Kim003_7_2218","2016Kim003_7",13,7,16,0
746,"2016Kim003_7_2218","2016Kim003_7",14,7,16,0
747,"2016Kim003_7_2218","2016Kim003_7",15,7,16,0
748,"2016Kim003_7_2218","2016Kim003_7",16,7,16,0
749,"2016Kim003_7_2219","2016Kim003_7",0,8,16,0
750,"2016Kim003_7_2219","2016Kim003_7",1,8,16,0
751,"2016Kim003_7_2219","2016Kim003_7",2,8,16,0
752,"2016Kim003_7_2219","2016Kim003_7",3,8,16,0
753,"2016Kim003_7_2219","2016Kim003_7",4,8,16,0
754,"2016Kim003_7_2219","2016Kim003_7",5,8,16,0
755,"2016Kim003_7_2219","2016Kim003_7",6,8,16,0
756,"2016Kim003_7_2219","2016Kim003_7",7,8,16,0
757,"2016Kim003_7_2219","2016Kim003_7",8,8,16,1
758,"2016Kim003_7_2219","2016Kim003_7",9,8,16,0
759,"2016Kim003_7_2219","2016Kim003_7",10,8,16,0
760,"2016Kim003_7_2219","2016Kim003_7",11,8,16,0
761,"2016Kim003_7_2219","2016Kim003_7",12,8,16,0
762,"2016Kim003_7_2219","2016Kim003_7",13,8,16,0
763,"2016Kim003_7_2219","2016Kim003_7",14,8,16,0
764,"2016Kim003_7_2219","2016Kim003_7",15,8,16,0
765,"2016Kim003_7_2219","2016Kim003_7",16,8,16,0
766,"2016Kim003_7_2220","2016Kim003_7",0,8,16,0
767,"2016Kim003_7_2220","2016Kim003_7",1,8,16,0
768,"2016Kim003_7_2220","2016Kim003_7",2,8,16,0
769,"2016Kim003_7_2220","2016Kim003_7",3,8,16,0
770,"2016Kim003_7_2220","2016Kim003_7",4,8,16,0
771,"2016Kim003_7_2220","2016Kim003_7",5,8,16,0
772,"2016Kim003_7_2220","2016Kim003_7",6,8,16,0
773,"2016Kim003_7_2220","2016Kim003_7",7,8,16,0
774,"2016Kim003_7_2220","2016Kim003_7",8,8,16,1
775,"2016Kim003_7_2220","2016Kim003_7",9,8,16,0
776,"2016Kim003_7_2220","2016Kim003_7",10,8,16,0
777,"2016Kim003_7_2220","2016Kim003_7",11,8,16,0
778,"2016Kim003_7_2220","2016Kim003_7",12,8,16,0
779,"2016Kim003_7_2220","2016Kim003_7",13,8,16,0
780,"2016Kim003_7_2220","2016Kim003_7",14,8,16,0
781,"2016Kim003_7_2220","2016Kim003_7",15,8,16,0
782,"2016Kim003_7_2220","2016Kim003_7",16,8,16,0
783,"2016Kim003_7_2221","2016Kim003_7",0,0,16,1
784,"2016Kim003_7_2221","2016Kim003_7",1,0,16,0
785,"2016Kim003_7_2221","2016Kim003_7",2,0,16,0
786,"2016Kim003_7_2221","2016Kim003_7",3,0,16,0
787,"2016Kim003_7_2221","2016Kim003_7",4,0,16,0
788,"2016Kim003_7_2221","2016Kim003_7",5,0,16,0
789,"2016Kim003_7_2221","2016Kim003_7",6,0,16,0
790,"2016Kim003_7_2221","2016Kim003_7",7,0,16,0
791,"2016Kim003_7_2221","2016Kim003_7",8,0,16,0
792,"2016Kim003_7_2221","2016Kim003_7",9,0,16,0
793,"2016Kim003_7_2221","2016Kim003_7",10,0,16,0
794,"2016Kim003_7_2221","2016Kim003_7",11,0,16,0
795,"2016Kim003_7_2221","2016Kim003_7",12,0,16,0
796,"2016Kim003_7_2221","2016Kim003_7",13,0,16,0
797,"2016Kim003_7_2221","2016Kim003_7",14,0,16,0
798,"2016Kim003_7_2221","2016Kim003_7",15,0,16,0
799,"2016Kim003_7_2221","2016Kim003_7",16,0,16,0
800,"2016Kim003_7_2222","2016Kim003_7",0,1.5,16,0
801,"2016Kim003_7_2222","2016Kim003_7",1,1.5,16,0
802,"2016Kim003_7_2222","2016Kim003_7",2,1.5,16,0
803,"2016Kim003_7_2222","2016Kim003_7",3,1.5,16,0
804,"2016Kim003_7_2222","2016Kim003_7",4,1.5,16,0
805,"2016Kim003_7_2222","2016Kim003_7",5,1.5,16,0
806,"2016Kim003_7_2222","2016Kim003_7",6,1.5,16,0
807,"2016Kim003_7_2222","2016Kim003_7",7,1.5,16,0
808,"2016Kim003_7_2222","2016Kim003_7",8,1.5,16,0
809,"2016Kim003_7_2222","2016Kim003_7",9,1.5,16,0
810,"2016Kim003_7_2222","2016Kim003_7",10,1.5,16,0
811,"2016Kim003_7_2222","2016Kim003_7",11,1.5,16,0
812,"2016Kim003_7_2222","2016Kim003_7",12,1.5,16,0
813,"2016Kim003_7_2222","2016Kim003_7",13,1.5,16,0
814,"2016Kim003_7_2222","2016Kim003_7",14,1.5,16,0
815,"2016Kim003_7_2222","2016Kim003_7",15,1.5,16,0
816,"2016Kim003_7_2222","2016Kim003_7",16,1.5,16,0
817,"2016Kim003_7_2223","2016Kim003_7",0,4,16,0
818,"2016Kim003_7_2223","2016Kim003_7",1,4,16,0
819,"2016Kim003_7_2223","2016Kim003_7",2,4,16,0
820,"2016Kim003_7_2223","2016Kim003_7",3,4,16,0
821,"2016Kim003_7_2223","2016Kim003_7",4,4,16,1
822,"2016Kim003_7_2223","2016Kim003_7",5,4,16,0
823,"2016Kim003_7_2223","2016Kim003_7",6,4,16,0
824,"2016Kim003_7_2223","2016Kim003_7",7,4,16,0
825,"2016Kim003_7_2223","2016Kim003_7",8,4,16,0
826,"2016Kim003_7_2223","2016Kim003_7",9,4,16,0
827,"2016Kim003_7_2223","2016Kim003_7",10,4,16,0
828,"2016Kim003_7_2223","2016Kim003_7",11,4,16,0
829,"2016Kim003_7_2223","2016Kim003_7",12,4,16,0
830,"2016Kim003_7_2223","2016Kim003_7",13,4,16,0
831,"2016Kim003_7_2223","2016Kim003_7",14,4,16,0
832,"2016Kim003_7_2223","2016Kim003_7",15,4,16,0
833,"2016Kim003_7_2223","2016Kim003_7",16,4,16,0
834,"2016Kim003_7_2224","2016Kim003_7",0,2,16,0
835,"2016Kim003_7_2224","2016Kim003_7",1,2,16,0
836,"2016Kim003_7_2224","2016Kim003_7",2,2,16,1
837,"2016Kim003_7_2224","2016Kim003_7",3,2,16,0
838,"2016Kim003_7_2224","2016Kim003_7",4,2,16,0
839,"2016Kim003_7_2224","2016Kim003_7",5,2,16,0
840,"2016Kim003_7_2224","2016Kim003_7",6,2,16,0
841,"2016Kim003_7_2224","2016Kim003_7",7,2,16,0
842,"2016Kim003_7_2224","2016Kim003_7",8,2,16,0
843,"2016Kim003_7_2224","2016Kim003_7",9,2,16,0
844,"2016Kim003_7_2224","2016Kim003_7",10,2,16,0
845,"2016Kim003_7_2224","2016Kim003_7",11,2,16,0
846,"2016Kim003_7_2224","2016Kim003_7",12,2,16,0
847,"2016Kim003_7_2224","2016Kim003_7",13,2,16,0
848,"2016Kim003_7_2224","2016Kim003_7",14,2,16,0
849,"2016Kim003_7_2224","2016Kim003_7",15,2,16,0
850,"2016Kim003_7_2224","2016Kim003_7",16,2,16,0
851,"2016Kim003_7_2225","2016Kim003_7",0,7,16,0
852,"2016Kim003_7_2225","2016Kim003_7",1,7,16,0
853,"2016Kim003_7_2225","2016Kim003_7",2,7,16,0
854,"2016Kim003_7_2225","2016Kim003_7",3,7,16,0
855,"2016Kim003_7_2225","2016Kim003_7",4,7,16,0
856,"2016Kim003_7_2225","2016Kim003_7",5,7,16,0
857,"2016Kim003_7_2225","2016Kim003_7",6,7,16,0
858,"2016Kim003_7_2225","2016Kim003_7",7,7,16,1
859,"2016Kim003_7_2225","2016Kim003_7",8,7,16,0
860,"2016Kim003_7_2225","2016Kim003_7",9,7,16,0
861,"2016Kim003_7_2225","2016Kim003_7",10,7,16,0
862,"2016Kim003_7_2225","2016Kim003_7",11,7,16,0
863,"2016Kim003_7_2225","2016Kim003_7",12,7,16,0
864,"2016Kim003_7_2225","2016Kim003_7",13,7,16,0
865,"2016Kim003_7_2225","2016Kim003_7",14,7,16,0
866,"2016Kim003_7_2225","2016Kim003_7",15,7,16,0
867,"2016Kim003_7_2225","2016Kim003_7",16,7,16,0
868,"2016Kim003_7_2226","2016Kim003_7",0,8,16,0
869,"2016Kim003_7_2226","2016Kim003_7",1,8,16,0
870,"2016Kim003_7_2226","2016Kim003_7",2,8,16,0
